detail_id,hotel_id,hotel,category,board,price,signal,strength,probability,velocity_3h,acceleration,drop_freq,consec_drops,expected_drop_pct,days_to_checkin
38772,66814,Breakwater South Beach,Superior,Ro,420.06,PUT,5,0.6,-1.861875,-1.0,0.45454545454545453,5,-1.861875,44
38712,66814,Breakwater South Beach,Superior,Ro,419.69,PUT,5,0.6,-1.861875,-1.0,0.45454545454545453,5,-1.861875,44
38699,66814,Breakwater South Beach,Superior,Ro,418.96,PUT,5,0.6,-1.861875,-1.0,0.45454545454545453,5,-1.861875,44
39881,20702,Embassy Suites by Hilton Miami International Airport,Standard,Ro,278.49,PUT,5,0.6,-1.701875,-1.0,0.5,3,-1.701875,33
39004,20702,Embassy Suites by Hilton Miami International Airport,Standard,Ro,381.56,PUT,5,0.6,-1.701875,-1.0,0.5,3,-1.701875,33
39059,20702,Embassy Suites by Hilton Miami International Airport,Standard,Ro,381.55,PUT,5,0.6,-1.701875,-1.0,0.5,3,-1.701875,33
38857,20702,Embassy Suites by Hilton Miami International Airport,Standard,Ro,382.7,PUT,5,0.6,-1.701875,-1.0,0.5,3,-1.701875,33
39096,20702,Embassy Suites by Hilton Miami International Airport,Standard,Ro,383.85,PUT,5,0.6,-1.701875,-1.0,0.5,3,-1.701875,33
39186,20702,Embassy Suites by Hilton Miami International Airport,Standard,Ro,383.85,PUT,5,0.6,-1.701875,-1.0,0.5,3,-1.701875,33
39314,20702,Embassy Suites by Hilton Miami International Airport,Standard,Ro,383.85,PUT,5,0.6,-1.701875,-1.0,0.5,3,-1.701875,33
39416,20702,Embassy Suites by Hilton Miami International Airport,Standard,Ro,383.85,PUT,5,0.6,-1.701875,-1.0,0.5,3,-1.701875,33
39565,20702,Embassy Suites by Hilton Miami International Airport,Standard,Ro,383.85,PUT,5,0.6,-1.701875,-1.0,0.5,3,-1.701875,33
39588,20702,Embassy Suites by Hilton Miami International Airport,Standard,Ro,383.85,PUT,5,0.6,-1.701875,-1.0,0.5,3,-1.701875,33
39786,20702,Embassy Suites by Hilton Miami International Airport,Standard,Ro,384.98,PUT,5,0.6,-1.701875,-1.0,0.5,3,-1.701875,33
39826,20702,Embassy Suites by Hilton Miami International Airport,Standard,Ro,384.98,PUT,5,0.6,-1.701875,-1.0,0.5,3,-1.701875,33
39842,20702,Embassy Suites by Hilton Miami International Airport,Standard,Ro,384.98,PUT,5,0.6,-1.701875,-1.0,0.5,3,-1.701875,33
39865,20702,Embassy Suites by Hilton Miami International Airport,Standard,Ro,390.69,PUT,5,0.6,-1.701875,-1.0,0.5,3,-1.701875,33
39623,20702,Embassy Suites by Hilton Miami International Airport,Standard,Ro,394.12,PUT,5,0.6,-1.701875,-1.0,0.5,3,-1.701875,33
39658,20702,Embassy Suites by Hilton Miami International Airport,Standard,Ro,394.12,PUT,5,0.6,-1.701875,-1.0,0.5,3,-1.701875,33
39697,20702,Embassy Suites by Hilton Miami International Airport,Standard,Ro,394.12,PUT,5,0.6,-1.701875,-1.0,0.5,3,-1.701875,33
41933,852120,SLS LUX Brickell,Suite,Ro,685.1,PUT,5,0.6,-1.6466666666666667,-1.0,0.6666666666666666,2,-1.6466666666666667,43
42940,852120,SLS LUX Brickell,Suite,Ro,685.82,PUT,5,0.6,-1.6466666666666667,-1.0,0.6666666666666666,2,-1.6466666666666667,43
41563,852120,SLS LUX Brickell,Suite,Ro,700.83,PUT,5,0.6,-1.6466666666666667,-1.0,0.6666666666666666,2,-1.6466666666666667,43
41454,852120,SLS LUX Brickell,Suite,Ro,721.43,PUT,5,0.6,-1.6466666666666667,-1.0,0.6666666666666666,2,-1.6466666666666667,43
42128,66814,Breakwater South Beach,Standard,Ro,351.24,PUT,5,0.6,-1.1175,-1.0,0.4166666666666667,5,-1.1175,40
39649,66814,Breakwater South Beach,Standard,Ro,386.52,PUT,5,0.6,-1.1175,-1.0,0.4166666666666667,5,-1.1175,40
40052,66814,Breakwater South Beach,Standard,Ro,400.93,PUT,5,0.6,-1.1175,-1.0,0.4166666666666667,5,-1.1175,40
39229,66814,Breakwater South Beach,Standard,Ro,405.64,PUT,5,0.6,-1.1175,-1.0,0.4166666666666667,5,-1.1175,40
39569,66814,Breakwater South Beach,Standard,Ro,405.64,PUT,5,0.6,-1.1175,-1.0,0.4166666666666667,5,-1.1175,40
39877,66814,Breakwater South Beach,Standard,Ro,554.12,PUT,5,0.6,-1.1175,-1.0,0.4166666666666667,5,-1.1175,40
39591,66814,Breakwater South Beach,Standard,Ro,554.92,PUT,5,0.6,-1.1175,-1.0,0.4166666666666667,5,-1.1175,40
39421,66814,Breakwater South Beach,Standard,Ro,554.93,PUT,5,0.6,-1.1175,-1.0,0.4166666666666667,5,-1.1175,40
39902,66814,Breakwater South Beach,Standard,Ro,555.27,PUT,5,0.6,-1.1175,-1.0,0.4166666666666667,5,-1.1175,40
39325,66814,Breakwater South Beach,Standard,Ro,555.54,PUT,5,0.6,-1.1175,-1.0,0.4166666666666667,5,-1.1175,40
40744,66814,Breakwater South Beach,Standard,Ro,555.95,PUT,5,0.6,-1.1175,-1.0,0.4166666666666667,5,-1.1175,40
41515,66814,Breakwater South Beach,Standard,Ro,556.32,PUT,5,0.6,-1.1175,-1.0,0.4166666666666667,5,-1.1175,40
39958,66814,Breakwater South Beach,Standard,Ro,559.1,PUT,5,0.6,-1.1175,-1.0,0.4166666666666667,5,-1.1175,40
39411,66814,Breakwater South Beach,Deluxe,Ro,259.24,PUT,5,0.6,-0.895,-1.0,0.6666666666666666,2,-0.895,70
39471,66814,Breakwater South Beach,Deluxe,Ro,259.08,PUT,5,0.6,-0.895,-1.0,0.6666666666666666,2,-0.895,70
39527,66814,Breakwater South Beach,Deluxe,Ro,259.08,PUT,5,0.6,-0.895,-1.0,0.6666666666666666,2,-0.895,70
39280,66814,Breakwater South Beach,Deluxe,Ro,229.02,PUT,5,0.6,-0.895,-1.0,0.6666666666666666,2,-0.895,70
39574,66814,Breakwater South Beach,Deluxe,Ro,220.83,PUT,5,0.6,-0.895,-1.0,0.6666666666666666,2,-0.895,70
39454,66814,Breakwater South Beach,Superior,Ro,195.67,PUT,5,0.6,-0.8160000000000001,-1.0,0.6,3,-0.8160000000000001,30
42009,66814,Breakwater South Beach,Superior,Ro,197.83,PUT,5,0.6,-0.8160000000000001,-1.0,0.6,3,-0.8160000000000001,30
39214,66814,Breakwater South Beach,Superior,Ro,206.24,PUT,5,0.6,-0.8160000000000001,-1.0,0.6,3,-0.8160000000000001,30
41801,66814,Breakwater South Beach,Superior,Ro,206.41,PUT,5,0.6,-0.8160000000000001,-1.0,0.6,3,-0.8160000000000001,30
41644,66814,Breakwater South Beach,Superior,Ro,208.62,PUT,5,0.6,-0.8160000000000001,-1.0,0.6,3,-0.8160000000000001,30
39354,66814,Breakwater South Beach,Superior,Ro,340.92,PUT,5,0.6,-0.8160000000000001,-1.0,0.6,3,-0.8160000000000001,30
39126,66814,Breakwater South Beach,Standard,Ro,272.1,PUT,5,0.6,-0.6242857142857143,-1.0,0.7142857142857143,5,-0.6242857142857143,39
42126,66814,Breakwater South Beach,Standard,Ro,318.49,PUT,5,0.6,-0.6242857142857143,-1.0,0.7142857142857143,5,-0.6242857142857143,39
38748,66814,Breakwater South Beach,Standard,Ro,332.24,PUT,5,0.6,-0.6242857142857143,-1.0,0.7142857142857143,5,-0.6242857142857143,39
38706,66814,Breakwater South Beach,Standard,Ro,333.05,PUT,5,0.6,-0.6242857142857143,-1.0,0.7142857142857143,5,-0.6242857142857143,39
38735,66814,Breakwater South Beach,Standard,Ro,333.63,PUT,5,0.6,-0.6242857142857143,-1.0,0.7142857142857143,5,-0.6242857142857143,39
39458,66814,Breakwater South Beach,Standard,Ro,337.17,PUT,5,0.6,-0.6242857142857143,-1.0,0.7142857142857143,5,-0.6242857142857143,39
39323,66814,Breakwater South Beach,Standard,Ro,370.32,PUT,5,0.6,-0.6242857142857143,-1.0,0.7142857142857143,5,-0.6242857142857143,39
39228,66814,Breakwater South Beach,Standard,Ro,380.57,PUT,5,0.6,-0.6242857142857143,-1.0,0.7142857142857143,5,-0.6242857142857143,39
43082,66814,Breakwater South Beach,Superior,Ro,173.86,PUT,5,0.6,-0.3525,-1.0,0.5714285714285714,4,-0.3525,65
39651,66814,Breakwater South Beach,Superior,Ro,175.99,PUT,5,0.6,-0.3525,-1.0,0.5714285714285714,4,-0.3525,65
39526,66814,Breakwater South Beach,Superior,Ro,178.4,PUT,5,0.6,-0.3525,-1.0,0.5714285714285714,4,-0.3525,65
39272,66814,Breakwater South Beach,Superior,Ro,178.9,PUT,5,0.6,-0.3525,-1.0,0.5714285714285714,4,-0.3525,65
39366,66814,Breakwater South Beach,Superior,Ro,178.9,PUT,5,0.6,-0.3525,-1.0,0.5714285714285714,4,-0.3525,65
39470,66814,Breakwater South Beach,Superior,Ro,178.9,PUT,5,0.6,-0.3525,-1.0,0.5714285714285714,4,-0.3525,65
42148,66814,Breakwater South Beach,Superior,Ro,183.53,PUT,5,0.6,-0.3525,-1.0,0.5714285714285714,4,-0.3525,65
39572,66814,Breakwater South Beach,Superior,Ro,184.59,PUT,5,0.6,-0.3525,-1.0,0.5714285714285714,4,-0.3525,65
39426,66814,Breakwater South Beach,Superior,Ro,303.27,PUT,5,0.6,-0.3525,-1.0,0.5714285714285714,4,-0.3525,65
41595,20702,Embassy Suites by Hilton Miami International Airport,Standard,Ro,419.46,PUT,5,0.6,-0.07428571428571429,-1.0,0.75,3,-0.07428571428571429,99
40738,20702,Embassy Suites by Hilton Miami International Airport,Standard,Ro,552.33,PUT,5,0.6,-0.07428571428571429,-1.0,0.75,3,-0.07428571428571429,99
41050,20702,Embassy Suites by Hilton Miami International Airport,Standard,Ro,552.33,PUT,5,0.6,-0.07428571428571429,-1.0,0.75,3,-0.07428571428571429,99
42090,20702,Embassy Suites by Hilton Miami International Airport,Standard,Ro,552.33,PUT,5,0.6,-0.07428571428571429,-1.0,0.75,3,-0.07428571428571429,99
39781,20702,Embassy Suites by Hilton Miami International Airport,Standard,Ro,555.21,PUT,5,0.6,-0.07428571428571429,-1.0,0.75,3,-0.07428571428571429,99
39844,20702,Embassy Suites by Hilton Miami International Airport,Standard,Ro,555.21,PUT,5,0.6,-0.07428571428571429,-1.0,0.75,3,-0.07428571428571429,99
39866,20702,Embassy Suites by Hilton Miami International Airport,Standard,Ro,555.21,PUT,5,0.6,-0.07428571428571429,-1.0,0.75,3,-0.07428571428571429,99
41912,20702,Embassy Suites by Hilton Miami International Airport,Standard,Ro,572.46,PUT,5,0.6,-0.07428571428571429,-1.0,0.75,3,-0.07428571428571429,99
41353,6805,Pullman Miami Airport,Standard,Bb,399.31,PUT,4,0.55,-4.47,-1.0,0.5,1,-4.47,68
41903,6805,Pullman Miami Airport,Deluxe,Bb,251.45,PUT,4,0.55,-2.39,-1.0,1.0,1,-2.39,84
42136,66814,Breakwater South Beach,Superior,Ro,172.52,PUT,4,0.55,-1.7260000000000002,-1.0,0.5,2,-1.7260000000000002,49
43077,66814,Breakwater South Beach,Superior,Ro,173.86,PUT,4,0.55,-1.7260000000000002,-1.0,0.5,2,-1.7260000000000002,49
41871,66814,Breakwater South Beach,Superior,Ro,174.61,PUT,4,0.55,-1.7260000000000002,-1.0,0.5,2,-1.7260000000000002,49
39243,66814,Breakwater South Beach,Superior,Ro,190.29,PUT,4,0.55,-1.7260000000000002,-1.0,0.5,2,-1.7260000000000002,49
39485,66814,Breakwater South Beach,Superior,Ro,190.29,PUT,4,0.55,-1.7260000000000002,-1.0,0.5,2,-1.7260000000000002,49
39519,66814,Breakwater South Beach,Superior,Ro,207.04,PUT,4,0.55,-1.7260000000000002,-1.0,0.5,2,-1.7260000000000002,49
41818,852120,SLS LUX Brickell,Suite,Ro,558.74,PUT,4,0.55,-1.6025,-1.0,0.5,2,-1.6025,36
41927,852120,SLS LUX Brickell,Suite,Ro,560.85,PUT,4,0.55,-1.6025,-1.0,0.5,2,-1.6025,36
42937,852120,SLS LUX Brickell,Suite,Ro,562.14,PUT,4,0.55,-1.6025,-1.0,0.5,2,-1.6025,36
41607,852120,SLS LUX Brickell,Suite,Ro,595.82,PUT,4,0.55,-1.6025,-1.0,0.5,2,-1.6025,36
41528,852120,SLS LUX Brickell,Suite,Ro,600.61,PUT,4,0.55,-1.6025,-1.0,0.5,2,-1.6025,36
43107,6805,Pullman Miami Airport,Standard,Bb,222.49,PUT,4,0.55,-1.0866666666666667,-1.0,0.6666666666666666,2,-1.0866666666666667,41
42099,6805,Pullman Miami Airport,Standard,Bb,229.7,PUT,4,0.55,-1.0866666666666667,-1.0,0.6666666666666666,2,-1.0866666666666667,41
41248,6805,Pullman Miami Airport,Standard,Bb,229.99,PUT,4,0.55,-1.0866666666666667,-1.0,0.6666666666666666,2,-1.0866666666666667,41
41835,6805,Pullman Miami Airport,Standard,Bb,231.07,PUT,4,0.55,-1.0866666666666667,-1.0,0.6666666666666666,2,-1.0866666666666667,41
42129,66814,Breakwater South Beach,Superior,Ro,197.57,PUT,4,0.55,-1.02,-1.0,1.0,2,-1.02,42
39422,66814,Breakwater South Beach,Superior,Ro,199.6,PUT,4,0.55,-1.02,-1.0,1.0,2,-1.02,42
39231,66814,Breakwater South Beach,Superior,Ro,201.68,PUT,4,0.55,-1.02,-1.0,1.0,2,-1.02,42
39467,66814,Breakwater South Beach,Superior,Ro,170.5,PUT,4,0.55,-0.8575,-1.0,0.75,3,-0.8575,56
43080,66814,Breakwater South Beach,Superior,Ro,173.86,PUT,4,0.55,-0.8575,-1.0,0.75,3,-0.8575,56
42143,66814,Breakwater South Beach,Superior,Ro,175.75,PUT,4,0.55,-0.8575,-1.0,0.75,3,-0.8575,56
41878,66814,Breakwater South Beach,Superior,Ro,177.13,PUT,4,0.55,-0.8575,-1.0,0.75,3,-0.8575,56
39256,66814,Breakwater South Beach,Superior,Ro,180.03,PUT,4,0.55,-0.8575,-1.0,0.75,3,-0.8575,56
39913,20702,Embassy Suites by Hilton Miami International Airport,Standard,Ro,274.71,PUT,4,0.55,-0.38666666666666666,-1.0,0.6666666666666666,2,-0.38666666666666666,94
39188,20702,Embassy Suites by Hilton Miami International Airport,Standard,Ro,277.93,PUT,4,0.55,-0.38666666666666666,-1.0,0.6666666666666666,2,-0.38666666666666666,94
39537,20702,Embassy Suites by Hilton Miami International Airport,Standard,Ro,278.56,PUT,4,0.55,-0.38666666666666666,-1.0,0.6666666666666666,2,-0.38666666666666666,94
39453,20702,Embassy Suites by Hilton Miami International Airport,Standard,Ro,338.15,PUT,4,0.55,-0.38666666666666666,-1.0,0.6666666666666666,2,-0.38666666666666666,94
41538,6805,Pullman Miami Airport,Suite,Bb,611.95,PUT,4,0.55,-0.1125,-1.0,0.75,3,-0.1125,81
42218,6805,Pullman Miami Airport,Suite,Bb,614.07,PUT,4,0.55,-0.1125,-1.0,0.75,3,-0.1125,81
41859,6805,Pullman Miami Airport,Suite,Bb,614.26,PUT,4,0.55,-0.1125,-1.0,0.75,3,-0.1125,81
41401,6805,Pullman Miami Airport,Suite,Bb,616.86,PUT,4,0.55,-0.1125,-1.0,0.75,3,-0.1125,81
41705,6805,Pullman Miami Airport,Suite,Bb,619.15,PUT,4,0.55,-0.1125,-1.0,0.75,3,-0.1125,81
42108,6805,Pullman Miami Airport,Deluxe,Bb,234.29,PUT,4,0.5,-2.99,-1.0,1.0,1,-2.99,71
40936,6805,Pullman Miami Airport,Deluxe,Bb,241.52,PUT,4,0.5,-2.99,-1.0,1.0,1,-2.99,71
39610,66814,Breakwater South Beach,Superior,Ro,174.58,PUT,4,0.5,-2.7533333333333334,-1.0,1.0,1,-2.7533333333333334,58
39296,66814,Breakwater South Beach,Superior,Ro,190.29,PUT,4,0.5,-2.7533333333333334,-1.0,1.0,1,-2.7533333333333334,58
39489,66814,Breakwater South Beach,Superior,Ro,190.29,PUT,4,0.5,-2.7533333333333334,-1.0,1.0,1,-2.7533333333333334,58
39544,66814,Breakwater South Beach,Superior,Ro,190.29,PUT,4,0.5,-2.7533333333333334,-1.0,1.0,1,-2.7533333333333334,58
40979,6805,Pullman Miami Airport,Deluxe,Bb,264.06,PUT,4,0.5,-2.39,-1.0,1.0,1,-2.39,84
41639,6805,Pullman Miami Airport,Deluxe,Bb,264.06,PUT,4,0.5,-2.39,-1.0,1.0,1,-2.39,84
38881,20702,Embassy Suites by Hilton Miami International Airport,Suite,Ro,131.88,PUT,4,0.5,-2.31,-1.0,1.0,1,-2.31,49
39450,20702,Embassy Suites by Hilton Miami International Airport,Suite,Ro,128.84,PUT,4,0.5,-2.31,-1.0,1.0,1,-2.31,49
42204,6805,Pullman Miami Airport,Suite,Ro,439.78,PUT,4,0.5,-1.49,-1.0,1.0,1,-1.49,52
41292,6805,Pullman Miami Airport,Suite,Ro,446.42,PUT,4,0.5,-1.49,-1.0,1.0,1,-1.49,52
42002,6805,Pullman Miami Airport,Suite,Ro,439.79,PUT,4,0.5,-1.49,-1.0,1.0,1,-1.49,59
41318,6805,Pullman Miami Airport,Suite,Ro,446.42,PUT,4,0.5,-1.49,-1.0,1.0,1,-1.49,59
41895,6805,Pullman Miami Airport,Suite,Ro,334.38,PUT,4,0.5,-1.42,-1.0,1.0,1,-1.42,37
41236,6805,Pullman Miami Airport,Suite,Ro,339.18,PUT,4,0.5,-1.42,-1.0,1.0,1,-1.42,37
42142,66814,Breakwater South Beach,Superior,Ro,208.87,PUT,4,0.5,-1.1583333333333334,-1.0,1.0,1,-1.1583333333333334,54
39253,66814,Breakwater South Beach,Superior,Ro,224.48,PUT,4,0.5,-1.1583333333333334,-1.0,1.0,1,-1.1583333333333334,54
39465,66814,Breakwater South Beach,Superior,Ro,224.48,PUT,4,0.5,-1.1583333333333334,-1.0,1.0,1,-1.1583333333333334,54
39523,66814,Breakwater South Beach,Superior,Ro,224.48,PUT,4,0.5,-1.1583333333333334,-1.0,1.0,1,-1.1583333333333334,54
39629,66814,Breakwater South Beach,Superior,Ro,224.48,PUT,4,0.5,-1.1583333333333334,-1.0,1.0,1,-1.1583333333333334,54
39679,66814,Breakwater South Beach,Superior,Ro,224.48,PUT,4,0.5,-1.1583333333333334,-1.0,1.0,1,-1.1583333333333334,54
39784,66814,Breakwater South Beach,Superior,Ro,224.48,PUT,4,0.5,-1.1583333333333334,-1.0,1.0,1,-1.1583333333333334,54
41760,852120,SLS LUX Brickell,Suite,Ro,553.53,PUT,4,0.5,-1.0833333333333333,-1.0,1.0,1,-1.0833333333333333,74
41968,852120,SLS LUX Brickell,Suite,Ro,553.53,PUT,4,0.5,-1.0833333333333333,-1.0,1.0,1,-1.0833333333333333,74
42973,852120,SLS LUX Brickell,Suite,Ro,553.54,PUT,4,0.5,-1.0833333333333333,-1.0,1.0,1,-1.0833333333333333,74
41479,852120,SLS LUX Brickell,Suite,Ro,572.11,PUT,4,0.5,-1.0833333333333333,-1.0,1.0,1,-1.0833333333333333,74
39830,64390,Crystal Beach Suites Hotel,Suite,Ro,255.84,PUT,4,0.5,-1.01,-1.0,1.0,1,-1.01,67
39721,64390,Crystal Beach Suites Hotel,Suite,Ro,258.45,PUT,4,0.5,-1.01,-1.0,1.0,1,-1.01,67
42138,66814,Breakwater South Beach,Deluxe,Ro,219.83,PUT,4,0.5,-0.61,-1.0,0.4,2,-0.61,51
39245,66814,Breakwater South Beach,Deluxe,Ro,226.74,PUT,4,0.5,-0.61,-1.0,0.4,2,-0.61,51
39424,66814,Breakwater South Beach,Deluxe,Ro,245.15,PUT,4,0.5,-0.61,-1.0,0.4,2,-0.61,51
41518,66814,Breakwater South Beach,Deluxe,Ro,245.38,PUT,4,0.5,-0.61,-1.0,0.4,2,-0.61,51
41873,66814,Breakwater South Beach,Deluxe,Ro,252.44,PUT,4,0.5,-0.61,-1.0,0.4,2,-0.61,51
39384,66814,Breakwater South Beach,Deluxe,Ro,258.22,PUT,4,0.5,-0.61,-1.0,0.4,2,-0.61,51
41648,66814,Breakwater South Beach,Superior,Ro,177.18,PUT,4,0.5,-0.5771428571428572,-1.0,0.5,3,-0.5771428571428572,51
41874,66814,Breakwater South Beach,Superior,Ro,177.94,PUT,4,0.5,-0.5771428571428572,-1.0,0.5,3,-0.5771428571428572,51
39504,66814,Breakwater South Beach,Superior,Ro,180.03,PUT,4,0.5,-0.5771428571428572,-1.0,0.5,3,-0.5771428571428572,51
39593,66814,Breakwater South Beach,Superior,Ro,180.03,PUT,4,0.5,-0.5771428571428572,-1.0,0.5,3,-0.5771428571428572,51
40720,66814,Breakwater South Beach,Superior,Ro,180.61,PUT,4,0.5,-0.5771428571428572,-1.0,0.5,3,-0.5771428571428572,51
39247,66814,Breakwater South Beach,Superior,Ro,181.18,PUT,4,0.5,-0.5771428571428572,-1.0,0.5,3,-0.5771428571428572,51
42140,66814,Breakwater South Beach,Superior,Ro,173.86,PUT,4,0.5,-0.5771428571428572,-1.0,0.5,3,-0.5771428571428572,51
39653,66814,Breakwater South Beach,Superior,Ro,173.85,PUT,4,0.5,-0.49000000000000005,-1.0,0.6,3,-0.49000000000000005,70
43084,66814,Breakwater South Beach,Superior,Ro,173.86,PUT,4,0.5,-0.49000000000000005,-1.0,0.6,3,-0.49000000000000005,70
39369,66814,Breakwater South Beach,Superior,Ro,176.61,PUT,4,0.5,-0.49000000000000005,-1.0,0.6,3,-0.49000000000000005,70
39491,66814,Breakwater South Beach,Superior,Ro,176.61,PUT,4,0.5,-0.49000000000000005,-1.0,0.6,3,-0.49000000000000005,70
39559,66814,Breakwater South Beach,Superior,Ro,176.61,PUT,4,0.5,-0.49000000000000005,-1.0,0.6,3,-0.49000000000000005,70
39612,66814,Breakwater South Beach,Superior,Ro,176.61,PUT,4,0.5,-0.49000000000000005,-1.0,0.6,3,-0.49000000000000005,70
39279,66814,Breakwater South Beach,Superior,Ro,180.03,PUT,4,0.5,-0.49000000000000005,-1.0,0.6,3,-0.49000000000000005,70
39583,66814,Breakwater South Beach,Superior,Ro,180.03,PUT,4,0.5,-0.49000000000000005,-1.0,0.6,3,-0.49000000000000005,70
41748,852120,SLS LUX Brickell,Suite,Ro,719.8,PUT,4,0.5,-0.49,-1.0,1.0,2,-0.49,57
41950,852120,SLS LUX Brickell,Suite,Ro,719.8,PUT,4,0.5,-0.49,-1.0,1.0,2,-0.49,57
42954,852120,SLS LUX Brickell,Suite,Ro,719.81,PUT,4,0.5,-0.49,-1.0,1.0,2,-0.49,57
41616,852120,SLS LUX Brickell,Suite,Ro,728.36,PUT,4,0.5,-0.49,-1.0,1.0,2,-0.49,57
41462,852120,SLS LUX Brickell,Suite,Ro,734.2,PUT,4,0.5,-0.49,-1.0,1.0,2,-0.49,57
41579,6805,Pullman Miami Airport,Suite,Bb,579.68,PUT,4,0.5,-0.21333333333333335,-1.0,0.6666666666666666,2,-0.21333333333333335,78
42216,6805,Pullman Miami Airport,Suite,Bb,580.6,PUT,4,0.5,-0.21333333333333335,-1.0,0.6666666666666666,2,-0.21333333333333335,78
41704,6805,Pullman Miami Airport,Suite,Bb,584.3,PUT,4,0.5,-0.21333333333333335,-1.0,0.6666666666666666,2,-0.21333333333333335,78
41508,6805,Pullman Miami Airport,Suite,Bb,584.34,PUT,4,0.5,-0.21333333333333335,-1.0,0.6666666666666666,2,-0.21333333333333335,78
42220,6805,Pullman Miami Airport,Suite,Bb,637.11,PUT,4,0.5,-0.1175,-1.0,0.6666666666666666,2,-0.1175,92
41640,6805,Pullman Miami Airport,Suite,Bb,639.61,PUT,4,0.5,-0.1175,-1.0,0.6666666666666666,2,-0.1175,92
41004,6805,Pullman Miami Airport,Suite,Bb,640.1,PUT,4,0.5,-0.1175,-1.0,0.6666666666666666,2,-0.1175,92
41542,6805,Pullman Miami Airport,Suite,Bb,640.1,PUT,4,0.5,-0.1175,-1.0,0.6666666666666666,2,-0.1175,92
41794,6805,Pullman Miami Airport,Suite,Bb,644.7,PUT,4,0.5,-0.1175,-1.0,0.6666666666666666,2,-0.1175,92
42270,6805,Pullman Miami Airport,Suite,Bb,910.16,PUT,4,0.5,-0.05333333333333334,-1.0,0.6666666666666666,2,-0.05333333333333334,95
41019,6805,Pullman Miami Airport,Suite,Bb,911.59,PUT,4,0.5,-0.05333333333333334,-1.0,0.6666666666666666,2,-0.05333333333333334,95
42117,6805,Pullman Miami Airport,Suite,Bb,911.87,PUT,4,0.5,-0.05333333333333334,-1.0,0.6666666666666666,2,-0.05333333333333334,95
41863,6805,Pullman Miami Airport,Suite,Bb,918.85,PUT,4,0.5,-0.05333333333333334,-1.0,0.6666666666666666,2,-0.05333333333333334,95
39548,66814,Breakwater South Beach,Superior,Ro,418.36,PUT,4,0.5,-0.036,-1.0,0.6,3,-0.036,88
39681,66814,Breakwater South Beach,Superior,Ro,419.8,PUT,4,0.5,-0.036,-1.0,0.6,3,-0.036,88
39206,66814,Breakwater South Beach,Superior,Ro,420.56,PUT,4,0.5,-0.036,-1.0,0.6,3,-0.036,88
39607,66814,Breakwater South Beach,Superior,Ro,420.72,PUT,4,0.5,-0.036,-1.0,0.6,3,-0.036,88
39474,66814,Breakwater South Beach,Superior,Ro,421.91,PUT,4,0.5,-0.036,-1.0,0.6,3,-0.036,88
39577,66814,Breakwater South Beach,Superior,Ro,421.91,PUT,4,0.5,-0.036,-1.0,0.6,3,-0.036,88
